cf,name,last_name,birthdate,gender,city,gen1,gen2,partner_of
PLLRFL78R27D223Y,Raffaella,Pallitto,1978-10-27,F,OSSOLA,PLLZNE57P03D223K,GNMCTL43A27M082B,PLLGGN80L28D223J
PLLLRZ78R01D223I,Lucrezio,Pallitto,1978-10-01,M,OSSOLA,PLLZNE57P03D223K,GNMCTL43A27M082B,LFNGTV78A05G999K
PLLRNL76B26D223T,Reginaldo,Pallitto,1976-02-26,M,OSSOLA,PLLZNE57P03D223K,GNMCTL43A27M082B,PLLTSC76E15D223K
PLLMSM75E12D223E,Massimo,Pallitto,1975-05-12,M,OSSOLA,PLLZNE57P03D223K,GNMCTL43A27M082B,GRGGVF76T25A462K
SCSNLT83E28B745T,Nicoletta,Sciasci,1983-05-28,F,CARBONIA,SCSLVR62H26B745U,GLLCTN56T17G713L,GLLLLE83A12G713F
SCSLDA79P13B745M,Aldo,Sciasci,1979-09-13,M,CARBONIA,SCSLVR62H26B745U,GLLCTN56T17G713L,LFNSNN67S13G999X
SCSTSC81E08B745M,Tosca,Sciasci,1981-05-08,F,CARBONIA,SCSLVR62H26B745U,GLLCTN56T17G713L,GNMPRD73T13M082K
SCSRCE82B25B745T,Erica,Sciasci,1982-02-25,F,CARBONIA,SCSLVR62H26B745U,GLLCTN56T17G713L,SCSCML81L08B745F
SCSLNE80C25B745F,Elena,Sciasci,1980-03-25,F,CARBONIA,SCSLVR62H26B745U,GLLCTN56T17G713L,GNMMRG77P01M082V
SCSVNN81H14B745G,Vanna,Sciasci,1981-06-14,F,CARBONIA,SCSLVR62H26B745U,GLLCTN56T17G713L,LFNBRM78D19G999F
PLLSVN76P17D223Q,Silvana,Pallitto,1976-09-17,F,OSSOLA,PLLVCN55S12D223G,GLLLSE54D07G713Z,PLLVGL77B28D223X
PLLGLL76R28D223E,Guglielma,Pallitto,1976-10-28,F,OSSOLA,PLLVCN55S12D223G,GLLLSE54D07G713Z,LAOLRD75P07L736V
PLLGDE75C12D223H,Egidio,Pallitto,1975-03-12,M,OSSOLA,PLLVCN55S12D223G,GLLLSE54D07G713Z,RGNMSM73S26F952Z
PLLYND74E03D223P,Yolanda,Pallitto,1974-05-03,F,OSSOLA,PLLVCN55S12D223G,GLLLSE54D07G713Z,PLLVTI73T10D223K
PLLLPA76E28D223Y,Lapo,Pallitto,1976-05-28,M,OSSOLA,PLLVCN55S12D223G,GLLLSE54D07G713Z,GRGFRC73S15A462Y
PLLVGL77B28D223X,Virgilio,Pallitto,1977-02-28,M,OSSOLA,PLLSST55H17D223H,GLLTZN55T14G713C,PLLSVN76P17D223Q
PLLSRA76M20D223B,Sara,Pallitto,1976-08-20,F,OSSOLA,PLLSST55H17D223H,GLLTZN55T14G713C,
PLLDMA73T13D223U,Adamo,Pallitto,1973-12-13,M,OSSOLA,PLLSST55H17D223H,GLLTZN55T14G713C,GLLFLR76E25G713E
PLLTSC76E15D223K,Tosca,Pallitto,1976-05-15,F,OSSOLA,PLLSST55H17D223H,GLLTZN55T14G713C,PLLRNL76B26D223T
PLLFBL76A29D223U,Fabiola,Pallitto,1976-01-29,F,OSSOLA,PLLSST55H17D223H,GLLTZN55T14G713C,GNMRNT74S30M082J
PLLBNT74C29D223U,Benito,Pallitto,1974-03-29,M,OSSOLA,PLLSST55H17D223H,GLLTZN55T14G713C,GNMCLO75L22M082V
GNMCHR78M28M082Q,Chiara,Ginami,1978-08-28,F,VITERBO,GNMLRC42L17M082W,VRCVTT55C10E648X,LAOFTN76C31L736U
GNMRNT74S30M082J,Renato,Ginami,1974-11-30,M,VITERBO,GNMLRC42L17M082W,VRCVTT55C10E648X,PLLFBL76A29D223U
GNMSRG75L27M082T,Sergia,Ginami,1975-07-27,F,VITERBO,GNMLRC42L17M082W,VRCVTT55C10E648X,RGNLVS76H03F952A
GNMDNA76S27M082T,Adone,Ginami,1976-11-27,M,VITERBO,GNMLRC42L17M082W,VRCVTT55C10E648X,GRGSRL77T14A462W
GNMVSC74T23M082V,Vasco,Ginami,1974-12-23,M,VITERBO,GNMLRC42L17M082W,VRCVTT55C10E648X,LFNNNA65R15G999F
GNMVNA77S12M082Z,Vania,Ginami,1977-11-12,F,VITERBO,GNMNLM39M25M082U,VRCVTR58E11E648B,GRGGBB76B25A462I
GNMPRD73T13M082K,Paride,Ginami,1973-12-13,M,VITERBO,GNMNLM39M25M082U,VRCVTR58E11E648B,SCSTSC81E08B745M
GNMLMP77H20M082E,Olimpia,Ginami,1977-06-20,F,VITERBO,GNMNLM39M25M082U,VRCVTR58E11E648B,SCSGTN81E20B745W
GNMMRG77P01M082V,Ambrogio,Ginami,1977-09-01,M,VITERBO,GNMNLM39M25M082U,VRCVTR58E11E648B,SCSLNE80C25B745F
GNMCMN78D08M082A,Carmine,Ginami,1978-04-08,M,VITERBO,GNMNLM39M25M082U,VRCVTR58E11E648B,SCSNLC81C23B745K
GNMFBN77L04M082X,Fabiano,Ginami,1977-07-04,M,VITERBO,GNMNLM39M25M082U,VRCVTR58E11E648B,RGNDNT76L31F952M
SCSGTN81E20B745W,Agostino,Sciasci,1981-05-20,M,CARBONIA,SCSMTT61L24B745H,LFNGNE44A14G999K,GNMLMP77H20M082E
SCSDRA80S05B745M,Dario,Sciasci,1980-11-05,M,CARBONIA,SCSMTT61L24B745H,LFNGNE44A14G999K,SCSCML80P07B745B
RGNCSS66R24F952M,Cassio,Aragni,1966-10-24,M,NOVARA,RGNLVC45H19F952Q,LFNVNN48A10G999E,GRGFLV75B08A462I
RGNCSM68S03F952I,Cosima,Aragni,1968-11-03,F,NOVARA,RGNLVC45H19F952Q,LFNVNN48A10G999E,GNMPMP75M13M082M
GRGSRG76A20A462W,Sergia,Grignani,1976-01-20,F,ASCOLI PICENO,GRGCSR57C25A462I,PLLRSR58H06D223E,PLLFNC74T10D223V
GRGVTI76A28A462Z,Vito,Grignani,1976-01-28,M,ASCOLI PICENO,GRGCSR57C25A462I,PLLRSR58H06D223E,PLLRNI74A07D223P
GRGDLB78A13A462F,Doralba,Grignani,1978-01-13,F,ASCOLI PICENO,GRGCSR57C25A462I,PLLRSR58H06D223E,RGNCST74B26F952L
GRGVTR78H10A462H,Veturia,Grignani,1978-06-10,F,ASCOLI PICENO,GRGCSR57C25A462I,PLLRSR58H06D223E,LFNCSS74D26G999H
GRGVTI77B24A462P,Vito,Grignani,1977-02-24,M,ASCOLI PICENO,GRGCSR57C25A462I,PLLRSR58H06D223E,GRGCLD75S12A462M
LFNCSS74D26G999H,Cassio,Lafiandra,1974-04-26,M,PRATO,LFNSST44H19G999F,PLLVCN56M14D223R,GRGVTR78H10A462H
LFNGRL74M15G999I,Gabriele,Lafiandra,1974-08-15,M,PRATO,LFNSST44H19G999F,PLLVCN56M14D223R,GNMFMN78E28M082H
LFNLND75R18G999O,Linda,Lafiandra,1975-10-18,F,PRATO,LFNSST44H19G999F,PLLVCN56M14D223R,GRGLPA78M08A462N
LFNDRN75T02G999V,Adriano,Lafiandra,1975-12-02,M,PRATO,LFNSST44H19G999F,PLLVCN56M14D223R,RGNVTT77M07F952B
LFNBRM78D19G999F,Abramo,Lafiandra,1978-04-19,M,PRATO,LFNSST44H19G999F,PLLVCN56M14D223R,SCSVNN81H14B745G
LFNGTV78A05G999K,Gustava,Lafiandra,1978-01-05,F,PRATO,LFNSST44H19G999F,PLLVCN56M14D223R,PLLLRZ78R01D223I
PLLLRG01D09B745E,Alberigo,Pallitto,2001-04-09,M,CARBONIA,SCSCLI80S26B745T,PLLGPP75R09D223G,PLLGDE98D09F952Y
PLLRHL01L08B745T,Rachele,Pallitto,2001-07-08,F,CARBONIA,SCSCLI80S26B745T,PLLGPP75R09D223G,SCSCTN02B27M082Z
PLLGLI02B27B745P,Giulia,Pallitto,2002-02-27,F,CARBONIA,SCSCLI80S26B745T,PLLGPP75R09D223G,SCSGCM01D18M082A
PLLFRZ01L23B745C,Fabrizio,Pallitto,2001-07-23,M,CARBONIA,SCSCLI80S26B745T,PLLGPP75R09D223G,LAORNI96D01A462K
PLLGNI02A22B745U,Igino,Pallitto,2002-01-22,M,CARBONIA,SCSCLI80S26B745T,PLLGPP75R09D223G,PLLPMR94T05F952A
PLLLND95M27A462F,Olindo,Pallitto,1995-08-27,M,ASCOLI PICENO,GRGSRG76A20A462W,PLLFNC74T10D223V,GNMCMN97E02F952B
PLLCSM96C25D223E,Cosima,Pallitto,1996-03-25,F,OSSOLA,PLLYND74E03D223P,PLLVTI73T10D223K,GRGTBO94P13G999R
PLLSVR93T29D223L,Saverio,Pallitto,1993-12-29,M,OSSOLA,PLLYND74E03D223P,PLLVTI73T10D223K,PLLLSN97L19G713J
PLLRNN98M04D223L,Arianna,Pallitto,1998-08-04,F,OSSOLA,PLLYND74E03D223P,PLLVTI73T10D223K,SCSFPP01M04M082A
LAOGTN01E24B745B,Giustino,Lao,2001-05-24,M,CARBONIA,SCSSMN82C30B745K,LAOCLD78R22L736G,GNMGST97H07A462J
LAOTMR96D21D223S,Tamara,Lao,1996-04-21,F,OSSOLA,PLLGLL76R28D223E,LAOLRD75P07L736V,LFNCRL95B17M082Q
LAORGR97A03D223N,Ruggero,Lao,1997-01-03,M,OSSOLA,PLLGLL76R28D223E,LAOLRD75P07L736V,GNMLIA99C22B745X
LAOLND96C30D223Y,Leonida,Lao,1996-03-30,M,OSSOLA,PLLGLL76R28D223E,LAOLRD75P07L736V,RGNPLP94A05A462X
LAOBTL98A31D223N,Bartolomeo,Lao,1998-01-31,M,OSSOLA,PLLGLL76R28D223E,LAOLRD75P07L736V,GNMFNC95B14D223W
LAOGRT94P06D223E,Greta,Lao,1994-09-06,F,OSSOLA,PLLGLL76R28D223E,LAOLRD75P07L736V,GNMRCR96E30G999A
LFNMLN98T26G713T,Emiliana,Lafiandra,1998-12-26,F,PISTOIA,GLLLLN79B17G713D,LFNCSR64L12G999Q,GNMSRA00E23B745W
LFNLND01P30B745D,Lindo,Lafiandra,2001-09-30,M,CARBONIA,SCSGNS79P02B745J,LFNVNI65E23G999R,PLLLNE98E31D223H
LFNPRI97M16M082S,Piera,Lafiandra,1997-08-16,F,VITERBO,GNMNNZ74B26M082M,LFNNTL65M31G999J,GNMLBN95T27F952J
LFNFNC96C18M082E,Franco,Lafiandra,1996-03-18,M,VITERBO,GNMNNZ74B26M082M,LFNNTL65M31G999J,SCSCML01M12M082F
LFNSLV95H07M082C,Silvio,Lafiandra,1995-06-07,M,VITERBO,GNMNNZ74B26M082M,LFNNTL65M31G999J,PLLPPP95C25A462N
GRGGLL06R17B745G,Galileo,Grignani,2006-10-17,M,CARBONIA,SCSRGR83C29B745E,GRGLEO76T21A462K,
GRGMRC03L30B745M,America,Grignani,2003-07-30,F,CARBONIA,SCSRGR83C29B745E,GRGLEO76T21A462K,
GRGPQL05A06B745G,Pasquale,Grignani,2005-01-06,M,CARBONIA,SCSRGR83C29B745E,GRGLEO76T21A462K,
GRGGBB04A10B745T,Giacobbe,Grignani,2004-01-10,M,CARBONIA,SCSRGR83C29B745E,GRGLEO76T21A462K,
GRGTSC04L13B745C,Tosca,Grignani,2004-07-13,F,CARBONIA,SCSRGR83C29B745E,GRGLEO76T21A462K,
GRGLRZ95C16M082I,Lucrezio,Grignani,1995-03-16,M,VITERBO,GNMVNA77S12M082Z,GRGGBB76B25A462I,GRGCSM96D23D223D
GRGLBT96R24M082T,Elisabetta,Grignani,1996-10-24,F,VITERBO,GNMVNA77S12M082Z,GRGGBB76B25A462I,LFNGLD95C18G999U
GNMMLN98R30A462G,Melania,Ginami,1998-10-30,F,ASCOLI PICENO,GRGRGN74C26A462Z,GNMRSR75P02M082S,GNMMRO97P09A271O
GNMYND95H13A462I,Yolanda,Ginami,1995-06-13,F,ASCOLI PICENO,GRGRGN74C26A462Z,GNMRSR75P02M082S,GLLGLL99M26F952W
GNMZRA98D16A271N,Zaira,Ginami,1998-04-16,F,ANCONA,MZZMNO75E30A271D,GNMRRT78M13M082L,GNMMDA00H17B745G
GNMMRO97P09A271O,Omar,Ginami,1997-09-09,M,ANCONA,MZZMNO75E30A271D,GNMRRT78M13M082L,GNMMLN98R30A462G
GNMDMA96S18G999B,Adamo,Ginami,1996-11-18,M,PRATO,LFNLNI76A20G999W,GNMJCP77H28M082H,LAOCST95R08D223O
GNMRCR96E30G999A,Riccardo,Ginami,1996-05-30,M,PRATO,LFNLNI76A20G999W,GNMJCP77H28M082H,LAOGRT94P06D223E
GNMDLB98S12G999C,Doralba,Ginami,1998-11-12,F,PRATO,LFNLNI76A20G999W,GNMJCP77H28M082H,GRGSRG95T25A462Y
GNMDRA98A15G999C,Daria,Ginami,1998-01-15,F,PRATO,LFNLNI76A20G999W,GNMJCP77H28M082H,PLLSVN94R24M082Z
GNMVLR94E24F952N,Valeria,Ginami,1994-05-24,F,NOVARA,RGNCSM68S03F952I,GNMPMP75M13M082M,LAOMLI95P28D223C
GNMCMN97E02F952B,Clementina,Ginami,1997-05-02,F,NOVARA,RGNCSM68S03F952I,GNMPMP75M13M082M,PLLLND95M27A462F
GNMNBL95T07F952H,Annibale,Ginami,1995-12-07,M,NOVARA,RGNCSM68S03F952I,GNMPMP75M13M082M,PLLCTN97R07G999B
GNMLBN95T27F952J,Albino,Ginami,1995-12-27,M,NOVARA,RGNCSM68S03F952I,GNMPMP75M13M082M,LFNPRI97M16M082S
GNMMGH94C10A462C,Margherita,Ginami,1994-03-10,F,ASCOLI PICENO,GRGSNL77H07A462S,GNMFPP75R09M082Q,LFNLCL94H19M082Q
GNMCLR95A15A462A,Clara,Ginami,1995-01-15,F,ASCOLI PICENO,GRGSNL77H07A462S,GNMFPP75R09M082Q,GRGMTT96L18A462H
GRGTBO94P13G999R,Tobia,Grignani,1994-09-13,M,PRATO,LFNLND75R18G999O,GRGLPA78M08A462N,PLLCSM96C25D223E
GRGPLG95P17G999U,Pellegrino,Grignani,1995-09-17,M,PRATO,LFNLND75R18G999O,GRGLPA78M08A462N,GNMJSC94E29A462Q
LAOFST94S25M082Z,Fausta,Lao,1994-11-25,F,VITERBO,GNMCHR78M28M082Q,LAOFTN76C31L736U,LFNTMS94E24F952J
LAOLNI97L24M082T,Ileana,Lao,1997-07-24,F,VITERBO,GNMCHR78M28M082Q,LAOFTN76C31L736U,RGNDLZ97H29M082E
LAOCSR94P20A462T,Cesare,Lao,1994-09-20,M,ASCOLI PICENO,GRGLSU77B15A462S,LAOLDN78C09L736N,PLLLCU96S15A462X
LAORNI96D01A462K,Rina,Lao,1996-04-01,F,ASCOLI PICENO,GRGLSU77B15A462S,LAOLDN78C09L736N,PLLFRZ01L23B745C
LAOMLI95P28D223C,Milo,Lao,1995-09-28,M,OSSOLA,PLLGAI75B10D223W,LAOPRZ75P02L736J,GNMVLR94E24F952N
LAONTN94B04D223C,Antonio,Lao,1994-02-04,M,OSSOLA,PLLGAI75B10D223W,LAOPRZ75P02L736J,LFNMSM97A05M082D
LAOCST95R08D223O,Cristofora,Lao,1995-10-08,F,OSSOLA,PLLGAI75B10D223W,LAOPRZ75P02L736J,GNMDMA96S18G999B
LAORFL95L22D223G,Raffaele,Lao,1995-07-22,M,OSSOLA,PLLGAI75B10D223W,LAOPRZ75P02L736J,GNMRLA98C12D223U
LAOPLN93T14D223I,Paolina,Lao,1993-12-14,F,OSSOLA,PLLGAI75B10D223W,LAOPRZ75P02L736J,GNMRSM99E16B745V
RGNGLR05E21B745J,Gloria,Aragni,2005-05-21,F,CARBONIA,SCSTMS83C27B745G,RGNLRT75B05F952N,
RGNRSL04B16B745A,Rossella,Aragni,2004-02-16,F,CARBONIA,SCSTMS83C27B745G,RGNLRT75B05F952N,
RGNDNT04D24B745E,Donato,Aragni,2004-04-24,M,CARBONIA,SCSTMS83C27B745G,RGNLRT75B05F952N,
RGNMRG06M24B745B,Ambrogia,Aragni,2006-08-24,F,CARBONIA,SCSTMS83C27B745G,RGNLRT75B05F952N,
RGNPLP94A05A462X,Penelope,Aragni,1994-01-05,F,ASCOLI PICENO,GRGDLB78A13A462F,RGNCST74B26F952L,LAOLND96C30D223Y
RGNGDU95D27M082P,Guido,Aragni,1995-04-27,M,VITERBO,GNMSRG75L27M082T,RGNLVS76H03F952A,PLLLVO96L18G999F
RGNDLZ97H29M082E,Diocleziano,Aragni,1997-06-29,M,VITERBO,GNMSRG75L27M082T,RGNLVS76H03F952A,LAOLNI97L24M082T
SCSMLN03H19A271G,Emiliana,Sciasci,2003-06-19,F,ANCONA,MZZSDR77B04A271X,SCSRNR82T06B745J,
SCSLNE05R07A271A,Elena,Sciasci,2005-10-07,F,ANCONA,MZZSDR77B04A271X,SCSRNR82T06B745J,
SCSVGL05E21A271Y,Virgilia,Sciasci,2005-05-21,F,ANCONA,MZZSDR77B04A271X,SCSRNR82T06B745J,
SCSGAI99C22M082F,Gaio,Sciasci,1999-03-22,M,VITERBO,GNMGTV75C04M082T,SCSLVR78S29B745D,GLLGLL02D19F952P
SCSGCM01D18M082A,Giacomo,Sciasci,2001-04-18,M,VITERBO,GNMGTV75C04M082T,SCSLVR78S29B745D,PLLGLI02B27B745P
SCSRST01H25M082E,Ernesto,Sciasci,2001-06-25,M,VITERBO,GNMGTV75C04M082T,SCSLVR78S29B745D,GNMLCI95P12D223S
SCSFPP01M04M082A,Filippo,Sciasci,2001-08-04,M,VITERBO,GNMGTV75C04M082T,SCSLVR78S29B745D,PLLRNN98M04D223L
SCSRRA99L03M082O,Aurora,Sciasci,1999-07-03,F,VITERBO,GNMGTV75C04M082T,SCSLVR78S29B745D,PLLPLL96H29D223C
SCSDLB99B18B745P,Doralba,Sciasci,1999-02-18,F,CARBONIA,SCSRCE82B25B745T,SCSCML81L08B745F,PLLMRN95A24A462F
LFNGLD95C18G999U,Gildo,Lafiandra,1995-03-18,M,PRATO,LFNTZN64D30G999P,LFNRML77C23G999O,GRGLBT96R24M082T
LFNDIA97M30G999C,Ida,Lafiandra,1997-08-30,F,PRATO,LFNTZN64D30G999P,LFNRML77C23G999O,GNMGBR99R29B745J
LFNVCN97L05G999O,Vincenzo,Lafiandra,1997-07-05,M,PRATO,LFNTZN64D30G999P,LFNRML77C23G999O,PLLSTN98D23D223V
LFNLCU95L29G999T,Luca,Lafiandra,1995-07-29,M,PRATO,LFNTZN64D30G999P,LFNRML77C23G999O,LAOFMN97H07A462D
GLLGLL02D19F952P,Guglielma,Galliazzo,2002-04-19,F,NOVARA,RGNVVN75M03F952F,GLLGPP82D25G713Y,SCSGAI99C22M082F
GLLLRI98S19F952A,Ilaria,Galliazzo,1998-11-19,F,NOVARA,RGNVVN75M03F952F,GLLGPP82D25G713Y,SCSMRN01M30B745O
GLLDMA01P23F952X,Adamo,Galliazzo,2001-09-23,M,NOVARA,RGNVVN75M03F952F,GLLGPP82D25G713Y,GRGGLI95T19A462R
GLLGLL99M26F952W,Guglielmo,Galliazzo,1999-08-26,M,NOVARA,RGNVVN75M03F952F,GLLGPP82D25G713Y,GNMYND95H13A462I
LAOFMN97H07A462D,Filomena,Lao,1997-06-07,F,ASCOLI PICENO,GRGPLM74B26A462G,LAOLLD77A31L736D,LFNLCU95L29G999T
PLLCMN97M20A271I,Clemente,Pallitto,1997-08-20,M,ANCONA,MZZGVF77S23A271O,PLLRCC78M16D223O,PLLPRI98M02A462R
PLLLVO96L18G999F,Olivia,Pallitto,1996-07-18,F,PRATO,LFNGTV78A05G999K,PLLLRZ78R01D223I,RGNGDU95D27M082P
PLLFCT97H02G999Y,Felicita,Pallitto,1997-06-02,F,PRATO,LFNGTV78A05G999K,PLLLRZ78R01D223I,PLLGTR94C18D223S
PLLCTN97R07G999B,Costanza,Pallitto,1997-10-07,F,PRATO,LFNGTV78A05G999K,PLLLRZ78R01D223I,GNMNBL95T07F952H
PLLVTR95S24G999U,Veturia,Pallitto,1995-11-24,F,PRATO,LFNGTV78A05G999K,PLLLRZ78R01D223I,LFNDLM94E14A462I
PLLLNE98E31D223H,Elena,Pallitto,1998-05-31,F,OSSOLA,PLLTSC76E15D223K,PLLRNL76B26D223T,LFNLND01P30B745D
PLLLCA94H15D223D,Alceo,Pallitto,1994-06-15,M,OSSOLA,PLLTSC76E15D223K,PLLRNL76B26D223T,SCSMTA01E16M082B
PLLMRN95A24A462F,Moreno,Pallitto,1995-01-24,M,ASCOLI PICENO,GRGGVF76T25A462K,PLLMSM75E12D223E,SCSDLB99B18B745P
PLLPRI98M02A462R,Piera,Pallitto,1998-08-02,F,ASCOLI PICENO,GRGGVF76T25A462K,PLLMSM75E12D223E,PLLCMN97M20A271I
SCSRMI00D19G999A,Irma,Sciasci,2000-04-19,F,PRATO,LFNSNN67S13G999X,SCSLDA79P13B745M,PLLMRC98A13F952K
PLLPMR94T05F952A,Palmira,Pallitto,1994-12-05,F,NOVARA,RGNMSM73S26F952Z,PLLGDE75C12D223H,PLLGNI02A22B745U
PLLGDE98D09F952Y,Egidia,Pallitto,1998-04-09,F,NOVARA,RGNMSM73S26F952Z,PLLGDE75C12D223H,PLLLRG01D09B745E
PLLMRZ94T28F952D,Marzia,Pallitto,1994-12-28,F,NOVARA,RGNMSM73S26F952Z,PLLGDE75C12D223H,SCSVGL99C10B745P
PLLMRC98A13F952K,Americo,Pallitto,1998-01-13,M,NOVARA,RGNMSM73S26F952Z,PLLGDE75C12D223H,SCSRMI00D19G999A
PLLGTR94C18D223S,Gualtiero,Pallitto,1994-03-18,M,OSSOLA,PLLSVN76P17D223Q,PLLVGL77B28D223X,PLLFCT97H02G999Y
PLLPLL96H29D223C,Apollo,Pallitto,1996-06-29,M,OSSOLA,PLLSVN76P17D223Q,PLLVGL77B28D223X,SCSRRA99L03M082O
PLLNCL95E29D223S,Nicola,Pallitto,1995-05-29,M,OSSOLA,PLLSVN76P17D223Q,PLLVGL77B28D223X,GRGVCN96L28D223Z
PLLSTN98D23D223V,Sabatina,Pallitto,1998-04-23,F,OSSOLA,PLLSVN76P17D223Q,PLLVGL77B28D223X,LFNVCN97L05G999O
PLLPPP95C25A462N,Peppa,Pallitto,1995-03-25,F,ASCOLI PICENO,GRGFRC73S15A462Y,PLLLPA76E28D223Y,LFNSLV95H07M082C
PLLLCU96S15A462X,Lucia,Pallitto,1996-11-15,F,ASCOLI PICENO,GRGFRC73S15A462Y,PLLLPA76E28D223Y,LAOCSR94P20A462T
PLLLSN97L19G713J,Luisiana,Pallitto,1997-07-19,F,PISTOIA,GLLFLR76E25G713E,PLLDMA73T13D223U,PLLSVR93T29D223L
PLLSVN94R24M082Z,Silvano,Pallitto,1994-10-24,M,VITERBO,GNMCLO75L22M082V,PLLBNT74C29D223U,GNMDRA98A15G999C
GNMFNC95B14D223W,Francesca,Ginami,1995-02-14,F,OSSOLA,PLLFBL76A29D223U,GNMRNT74S30M082J,LAOBTL98A31D223N
GNMRLA98C12D223U,Aurelia,Ginami,1998-03-12,F,OSSOLA,PLLFBL76A29D223U,GNMRNT74S30M082J,LAORFL95L22D223G
GNMLCI95P12D223S,Licia,Ginami,1995-09-12,F,OSSOLA,PLLFBL76A29D223U,GNMRNT74S30M082J,SCSRST01H25M082E
GNMMRT98H12A462B,Ombretta,Ginami,1998-06-12,F,ASCOLI PICENO,GRGSRL77T14A462W,GNMDNA76S27M082T,GRGFST96H18A462L
GNMGRL96P09A462M,Gabriella,Ginami,1996-09-09,F,ASCOLI PICENO,GRGSRL77T14A462W,GNMDNA76S27M082T,GNMFDN99A02B745M
GNMJSC94E29A462Q,Jessica,Ginami,1994-05-29,F,ASCOLI PICENO,GRGSRL77T14A462W,GNMDNA76S27M082T,GRGPLG95P17G999U
GNMGST97H07A462J,Augusta,Ginami,1997-06-07,F,ASCOLI PICENO,GRGSRL77T14A462W,GNMDNA76S27M082T,LAOGTN01E24B745B
SCSSML99L16M082T,Samuela,Sciasci,1999-07-16,F,VITERBO,GNMLMP77H20M082E,SCSGTN81E20B745W,GNMMMM00S08B745Z
SCSMTA01E16M082B,Amata,Sciasci,2001-05-16,F,VITERBO,GNMLMP77H20M082E,SCSGTN81E20B745W,PLLLCA94H15D223D
SCSCTN02B27M082Z,Costantino,Sciasci,2002-02-27,M,VITERBO,GNMLMP77H20M082E,SCSGTN81E20B745W,PLLRHL01L08B745T
SCSCML01M12M082F,Carmela,Sciasci,2001-08-12,F,VITERBO,GNMLMP77H20M082E,SCSGTN81E20B745W,LFNFNC96C18M082E
GNMPMP02B27B745V,Pompeo,Ginami,2002-02-27,M,CARBONIA,SCSTSC81E08B745M,GNMPRD73T13M082K,GNMCTL00L23B745S
GNMLNE99E10B745B,Eliana,Ginami,1999-05-10,F,CARBONIA,SCSTSC81E08B745M,GNMPRD73T13M082K,
GNMLIA99C22B745X,Lia,Ginami,1999-03-22,F,CARBONIA,SCSLNE80C25B745F,GNMMRG77P01M082V,LAORGR97A03D223N
GNMRSM99E16B745V,Erasmo,Ginami,1999-05-16,M,CARBONIA,SCSLNE80C25B745F,GNMMRG77P01M082V,LAOPLN93T14D223I
GNMCTL00L23B745S,Clotilde,Ginami,2000-07-23,F,CARBONIA,SCSLNE80C25B745F,GNMMRG77P01M082V,GNMPMP02B27B745V
GNMGBR99R29B745J,Gilberto,Ginami,1999-10-29,M,CARBONIA,SCSLNE80C25B745F,GNMMRG77P01M082V,LFNDIA97M30G999C
GNMSRA00E23B745W,Saro,Ginami,2000-05-23,M,CARBONIA,SCSNLC81C23B745K,GNMCMN78D08M082A,LFNMLN98T26G713T
GNMDLA00A03B745T,Dalia,Ginami,2000-01-03,F,CARBONIA,SCSNLC81C23B745K,GNMCMN78D08M082A,SCSCVN01A28B745G
GNMMDA00H17B745G,Amadeo,Ginami,2000-06-17,M,CARBONIA,SCSNLC81C23B745K,GNMCMN78D08M082A,GNMZRA98D16A271N
GNMFDN99A02B745M,Ferdinando,Ginami,1999-01-02,M,CARBONIA,SCSNLC81C23B745K,GNMCMN78D08M082A,GNMGRL96P09A462M
GNMMMM00S08B745Z,Mimmo,Ginami,2000-11-08,M,CARBONIA,SCSNLC81C23B745K,GNMCMN78D08M082A,SCSSML99L16M082T
GNMLRZ94E08F952X,Lucrezia,Ginami,1994-05-08,F,NOVARA,RGNDNT76L31F952M,GNMFBN77L04M082X,GRGMMM96P02D223L
SCSCVN01A28B745G,Calvino,Sciasci,2001-01-28,M,CARBONIA,SCSCML80P07B745B,SCSDRA80S05B745M,GNMDLA00A03B745T
SCSMRN01M30B745O,Moreno,Sciasci,2001-08-30,M,CARBONIA,SCSCML80P07B745B,SCSDRA80S05B745M,GLLLRI98S19F952A
SCSVGL99C10B745P,Virgilio,Sciasci,1999-03-10,M,CARBONIA,SCSCML80P07B745B,SCSDRA80S05B745M,PLLMRZ94T28F952D
GRGRND95T09D223J,Armando,Grignani,1995-12-09,M,OSSOLA,PLLRNI74A07D223P,GRGVTI76A28A462Z,LFNNTA95C01M082J
GRGMMM96P02D223L,Mimmo,Grignani,1996-09-02,M,OSSOLA,PLLRNI74A07D223P,GRGVTI76A28A462Z,GNMLRZ94E08F952X
GRGVCN96L28D223Z,Vincenzina,Grignani,1996-07-28,F,OSSOLA,PLLRNI74A07D223P,GRGVTI76A28A462Z,PLLNCL95E29D223S
GRGCSM96D23D223D,Cosima,Grignani,1996-04-23,F,OSSOLA,PLLRNI74A07D223P,GRGVTI76A28A462Z,GRGLRZ95C16M082I
GRGGLI95T19A462R,Giulia,Grignani,1995-12-19,F,ASCOLI PICENO,GRGCLD75S12A462M,GRGVTI77B24A462P,GLLDMA01P23F952X
GRGSRG95T25A462Y,Sergio,Grignani,1995-12-25,M,ASCOLI PICENO,GRGCLD75S12A462M,GRGVTI77B24A462P,GNMDLB98S12G999C
GRGMTT96L18A462H,Mattia,Grignani,1996-07-18,M,ASCOLI PICENO,GRGCLD75S12A462M,GRGVTI77B24A462P,GNMCLR95A15A462A
