plate,manifacturer,model,last_revision,insurance_expiration,is_stolen,owner
EK692NC,Fiat,Panda,2022-02-07,2025-04-03,False,SGRFRC86S16H282P
EV421US,Chevrolet,Silverado,2022-09-02,2025-10-05,False,SGRLIA83S27H282E
LD137ED,Renault,Mégane,2024-10-25,2025-02-03,False,LBRFBN80B15G273L
SJ135SE,Mercedes-Benz,Classe C,2024-08-31,2025-11-19,False,LBRTNI82H29G273Q
AM814EM,Honda,CR-V,2023-04-07,2025-03-05,False,LBRRNN80R02G273Q
KP468RK,Volvo,XC90,2024-10-11,2025-05-25,False,LBRPSC81S22E202R
CP382WF,Audi,A4,2024-01-14,2025-12-07,False,LBRLBA79S02F839L
ZB047CX,Audi,Q5,2023-03-22,2025-02-26,False,LBRSNT79R07F839N
OG368OF,Hyundai,Sonata,2023-11-18,2024-11-04,False,LBRTZN82S22F839A
EP782ZU,Mazda,Mazda6,2024-09-05,2025-01-28,False,LBRQMD80R09F839Q
MK550RA,Peugeot,308,2024-04-16,2025-08-09,False,LBRMLN79S07F839P
JL331DL,Toyota,Corolla,2022-05-07,2022-08-05,True,LBRGSI79E24F839D
AZ328LT,Honda,CR-V,2023-03-18,2025-05-13,False,VRTTDD78T11E897D
ZE896LK,Hyundai,Elantra,2024-12-19,2025-09-12,False,VRTMRT82S07E897X
EG562RA,Jeep,Wrangler,2024-11-19,2025-08-07,False,VRTLDA83M04E897B
XP403FR,BMW,Serie 3,2023-03-08,2025-01-25,False,VRTCLR80R30E897O
SV511GU,BMW,Serie 3,2023-04-23,2025-03-04,False,VRTGBR79P06E897B
TQ831HT,Subaru,Outback,2023-07-22,2025-02-11,False,VRTFPP79S03E897C
UZ924YP,Renault,Twingo,2022-12-10,2025-02-19,True,VRTSNT82S15E897M
WG696RP,Toyota,Corolla,2023-04-10,2025-05-01,False,MNCNZE90E01G273B
YB791UA,BMW,X5,2024-08-31,2024-10-27,False,SCLDRO82T20I754Q
DI565OF,Chevrolet,Malibu,2024-11-07,2025-04-05,False,SCLNLN83D19G224R
MT268HV,Ford,Focus,2023-05-22,2025-03-11,False,SCLDRN83M20G224D
LY116OB,Kia,Sportage,2023-12-27,2025-01-02,False,SCLLSN82A29G224R
LW698KN,Mazda,Mazda6,2023-02-26,2025-08-28,False,SCLMRN80P24G224C
QF956KJ,Honda,Civic,2024-11-04,2025-09-16,False,SCLGDE82T03G224V
EX896GT,Audi,Q5,2023-11-22,2022-09-25,False,SCLTDD83C12G224Y
FW704PM,Peugeot,3008,2023-06-30,2025-10-20,False,SCLPLT79L14G224O
PS541TO,Peugeot,308,2024-02-26,2025-05-17,False,GSTNNI06B09A757Z
HE913ZG,Alfa Romeo,Giulia,2021-12-18,2024-11-15,False,GSTGAI05A27A757X
DB846FJ,Toyota,Yaris,2024-07-05,2025-11-09,False,GSTMAI04T12A757C
VS032KV,Volvo,S60,2021-12-09,2025-03-26,False,BLRSDR02T21G224Y
PJ734SS,BMW,Serie 5,2024-04-10,2025-04-26,False,BLRVND02T08G224R
FK675OW,Toyota,Land Cruiser,2022-11-28,2025-11-10,False,BLRMRG04B18G224O
OP920NK,Subaru,Outback,2024-11-24,2025-06-30,False,BLRMHL02T17L117T
AC816AY,Honda,CR-V,2024-09-15,2025-03-18,False,CSTLMO04H07E648F
CW112PP,BMW,Serie 3,2024-06-17,2025-07-18,False,CSTLND04P07E648I
MI368WF,Ford,Fiesta,2023-12-17,2025-08-26,False,CSTGDI03P23E648M
CS126CS,Fiat,Panda,2023-10-10,2025-05-01,False,CSTPPN05M28E648Z
HZ595KL,Alfa Romeo,Giulietta,2023-10-08,2025-09-02,False,BLRMRC00S18A089A
GN425GX,Nissan,X-Trail,2024-12-21,2025-09-22,False,BLRDNI04S15F205A
IN059DK,Mercedes-Benz,Classe E,2023-03-15,2025-11-11,False,BLRBNC04L28F205R
UZ764MV,Renault,Mégane,2023-06-05,2025-01-06,False,RBNMSS04E12H282M
NY858BN,Honda,Civic,2023-07-16,2025-11-22,False,RBNRMN03D17E506I
NB648TI,BMW,X5,2023-07-10,2024-04-18,False,RBNLDI05R07E506O
CK082SR,Volvo,V90,2023-07-19,2025-01-03,False,RBNFBL03C21E506K
CV759DH,Subaru,Impreza,2024-08-30,2025-06-28,False,BVOFDN00E17H282G
EU060SU,Nissan,Micra,2023-11-09,2025-05-08,False,BVOBRN02A26B963G
PY212DD,Nissan,X-Trail,2024-03-11,2025-10-23,False,BVOMCL99S27B963A
AT786HQ,Peugeot,308,2024-05-20,2025-06-23,False,BVODNT02H13B963H
CI133TZ,Kia,Rio,2023-12-28,2025-06-04,False,BVOLBN99H10B963K
ZJ489XX,Subaru,Impreza,2024-11-01,2024-08-06,False,BVOSRN01R14B963W
YB500BY,Peugeot,308,2022-09-27,2025-02-16,False,BVOGCM01L23A182F
WQ522QE,Kia,Rio,2024-02-04,2022-04-13,False,BVONLT02E28A182K
YR539XD,Renault,Twingo,2023-11-27,2025-10-27,False,BVOPRZ99E25A182R
YE239OB,Subaru,Impreza,2023-12-20,2025-05-09,False,BVOCLD00T29A182O
ZQ060YM,Mazda,Mazda3,2024-11-18,2025-02-19,False,BVORNI03B17G482X
XU326DZ,Mazda,CX-5,2024-02-29,2025-06-07,False,BVOGRZ03L03G482K
MS883LH,Subaru,Forester,2023-02-22,2025-12-31,False,BVOMRN04R28G482X
ZP773ZJ,Mazda,Mazda6,2023-04-16,2025-11-01,False,BVOGND03M12G482N
BK955RU,Honda,Accord,2024-10-18,2025-10-04,False,BVOGTT03S26H224X
ZI688BK,Ford,Mustang,2024-11-29,2023-01-31,False,BVOVVN03B20H224C
UL878KF,Mazda,CX-5,2021-09-01,2023-04-22,True,BVOGNZ99S04L219Q
GW817WW,Peugeot,308,2023-04-22,2022-11-17,False,BVOSTR00M30D223R
CB557PT,Hyundai,Sonata,2021-02-24,2024-05-11,False,CRMSNT99L09G113K
IU639RK,Mercedes-Benz,Classe A,2023-01-09,2025-01-13,True,CRMYNN06P07A509C
WC900CN,Ford,Focus,2024-09-03,2025-02-21,False,CRMMMI04M30A509J
AS093VJ,Hyundai,Sonata,2024-10-23,2025-07-28,False,CRMLRC06R25A509V
YD707WD,Ford,Mustang,2023-10-25,2025-11-07,False,CRMPSC06C20A509O
EE068NE,BMW,Serie 3,2024-10-21,2025-04-09,False,CRMMRL05C19A509I
QW684YX,Audi,A4,2024-04-27,2025-03-12,False,CRMNTN03D16L781N
ZI202OY,Volvo,V90,2023-12-30,2025-05-21,False,CRMDZN03D08L781P
OF090CV,Volvo,XC90,2021-10-04,2024-06-05,False,CRMDLB04M26H282J
GD590AS,Toyota,Corolla,2023-08-22,2025-01-25,False,CRMDNI06P06H282R
CQ142LD,Mercedes-Benz,Classe E,2024-06-29,2023-12-11,False,CRMMRC05L07H282K
RC703BU,Ford,Fiesta,2022-07-05,2025-04-05,False,CRMTSC04P26H282T
TU121AZ,Mazda,Mazda6,2022-02-16,2022-06-23,False,SLVMNI05H21F839Q
BR474XF,Toyota,Yaris,2024-10-30,2025-03-13,False,SLVDGS01H08A345B
UO802HI,Hyundai,Elantra,2024-09-20,2025-02-24,False,SLVLVC99H12A345D
ND874EI,Honda,Accord,2024-01-30,2024-09-11,False,CRMNGL04R17B354C
KL176NT,Alfa Romeo,Giulia,2024-05-02,2023-01-04,False,CRMCTL03T24B354O
QD362NK,Jeep,Renegade,2024-11-04,2025-04-16,False,CRMGDU06C17B354V
ID261XL,Nissan,Qashqai,2023-04-17,2025-12-08,False,SCRFBA04R12A669K
ZI476VA,Volvo,V90,2022-12-23,2025-07-22,False,SCRJCP00H01F839N
IO072FI,Renault,Twingo,2021-12-06,2025-11-17,False,SCRSST00A09F839M
IY171EL,Mercedes-Benz,Classe E,2024-10-06,2025-05-14,False,SCRCRL00H19F839B
IB208OP,Renault,Clio,2023-01-21,2025-08-20,False,SCRFNZ99B28H703Y
QY455FS,Mazda,CX-5,2024-03-24,2025-09-23,False,SLVWLM02S17H282Z
SA253MM,Volkswagen,Passat,2023-06-10,2024-01-15,False,SLVFBN05B14H282O
UQ098ZN,Ford,Fiesta,2023-02-02,2024-05-22,False,SLVCLO98T12F839U
JI441JQ,Mercedes-Benz,Classe C,2023-11-04,2025-09-14,False,SLVLSU01P26F839Q
KN984UT,Volvo,S60,2024-04-22,2024-05-05,False,SLVCAI01E03F839G
LO002HT,Volvo,V90,2023-08-02,2025-01-14,False,BRTCSR00S01D205S
HL944YM,Fiat,500,2022-09-22,2025-11-22,False,SLVFBA03S26A390K
JZ264CP,BMW,Serie 3,2023-07-16,2025-10-04,False,SLVTTN04P19A390W
YL418VA,Hyundai,Elantra,2023-05-01,2023-09-27,False,SLVSVR01R27B963M
BS169PZ,Renault,Clio,2024-12-13,2025-12-19,False,SLVGBR00C26B963K
SG720LG,Kia,Rio,2024-05-12,2025-05-03,False,SLVGRN02D13G337H
QJ314NN,BMW,Serie 3,2024-01-28,2024-11-01,False,SLVNNA02A26G337Q
DF298JU,Alfa Romeo,Giulia,2024-04-07,2025-01-11,False,SLVGRT00H14G337X
OY332PY,Jeep,Wrangler,2024-09-08,2025-02-19,False,BRTWNN00P21G482Q
TA717KN,Peugeot,308,2024-03-11,2025-01-24,False,BRTTMR00L17G482G
AI873PU,Kia,Rio,2024-01-22,2025-04-05,False,BRTDLC01R03L750N
CC350WO,Volkswagen,Polo,2024-02-16,2025-05-08,False,BRTMSM99C03L750N
TX928EG,Fiat,500,2023-01-01,2025-03-04,False,BRTVTT99B06L750I
LU242VS,Chevrolet,Silverado,2024-08-28,2024-08-29,False,BRTLIA99A29L219X
TE495ZO,Peugeot,3008,2023-12-30,2024-07-09,False,BRTSDR00L20L219P
GP574MX,Hyundai,Sonata,2024-02-20,2025-06-14,False,BRTGST01A23L219O
IJ114TZ,Audi,A4,2021-09-05,2023-12-12,False,PRZRNN04A21F839T
BD336CJ,Mazda,CX-5,2024-08-27,2025-04-17,False,PRZLMP05H01L840P
SK406JI,Audi,A4,2021-05-23,2025-03-23,True,PRZNRC06R10L840O
KW974ML,Volkswagen,Passat,2023-12-03,2022-11-15,False,DMCBRC02M23B354J
UU715YW,BMW,Serie 5,2024-10-16,2022-11-17,False,LBRMRC06R31E472A
CJ338KK,Hyundai,Elantra,2023-01-17,2025-07-07,False,LBRRZR06H10E472R
RV176HW,Jeep,Wrangler,2024-09-19,2025-07-31,False,SGRRNN05D26E472B
SH424HQ,Renault,Mégane,2024-01-04,2023-10-09,False,SGRLIA03P10E472M
DJ811HZ,Mazda,Mazda3,2024-04-02,2025-08-09,False,SGRGLI03E22E472L
IZ306JJ,Subaru,Outback,2024-12-29,2025-11-11,False,SGRRNN06C16H501U
XA075FK,Alfa Romeo,Giulia,2023-12-18,2025-09-20,False,SGRFRC02T26H501R
HJ295HQ,Honda,Civic,2023-12-06,2025-05-25,False,SGRTZN05R30H501P
CU738DI,Ford,Mustang,2024-07-07,2025-10-05,False,LBRFLR99H07D205U
JJ217VA,Kia,Sportage,2024-11-23,2025-04-16,False,LBRGLL00T09I754F
HK472CI,Kia,Sorento,2024-02-19,2025-07-04,False,LBRPQN02S07E281S
OJ495GM,Nissan,Qashqai,2024-06-21,2025-11-09,False,LBRMNI05R29D548Z
PP762YG,Jeep,Compass,2023-06-05,2025-03-12,False,VRTLSN04T01H224P
PT188BZ,Mercedes-Benz,Classe E,2024-01-08,2025-06-18,False,VRTGLL06M30H224K
NZ605JF,Nissan,X-Trail,2023-10-04,2025-10-06,False,VRTFNC04T24H224R
PV629ZF,Kia,Ceed,2022-06-04,2025-11-25,False,VRTLVN04T17H224F
JF830JB,Mazda,Mazda3,2023-09-07,2024-02-19,False,SCLSMN02R10B963L
EU612IY,Kia,Sportage,2022-09-27,2025-09-28,False,SCLRNR00M30B963A
YQ886CN,Chevrolet,Silverado,2024-03-10,2025-02-12,False,SCLSLV99L31B963D
TY047XY,Audi,Q5,2021-02-13,2025-09-16,False,SCLLCN00T14B963D
QW170CC,BMW,X5,2022-06-15,2025-05-14,False,SCLGLD03B19F205C
RJ213EJ,Subaru,Impreza,2024-03-27,2024-09-09,False,SCLMGN05H25F205P
PJ136VH,BMW,X5,2024-02-11,2025-07-29,False,SCLMND04B16F205T
PX861TL,Nissan,Micra,2024-09-26,2025-06-18,False,SCLMCL06H04F205Y
GM686PR,Fiat,Punto,2024-05-27,2023-08-27,False,SCLMHL01T13L219Q
AH017ND,Kia,Sportage,2024-09-30,2024-07-06,False,SRVCMB51A16E715W
UO199XE,BMW,X5,2024-11-15,2025-10-23,False,SRVLVR52P21E715C
MF466QP,Kia,Rio,2023-11-13,2023-11-08,False,STRMRO56A08F023X
MR000LR,Jeep,Wrangler,2023-04-27,2025-09-07,False,STRFLC54S09F023L
XN044ML,Peugeot,3008,2024-08-25,2025-08-14,False,SRNMNO50S14D205V
JZ224CY,Kia,Sportage,2024-10-09,2025-09-25,False,SRNLDL50E12D205X
YZ978ES,Peugeot,308,2024-06-20,2024-02-03,False,FRFCLL53P08G482W
NN545ZI,Renault,Clio,2024-10-24,2025-12-11,False,FRFRNL50D18G482D
UK177SH,Audi,A4,2022-05-21,2025-08-10,False,FRFNRN49H29G482H
GQ010KU,Volvo,S60,2023-05-30,2025-02-06,False,FRFMLT51C16G482L
MP458IN,Hyundai,Tucson,2024-02-08,2025-04-11,False,FRFLSN52E01G482B
PP731BP,Renault,Mégane,2024-03-29,2025-02-21,False,FRFTSC52D15G482K
EY178IV,Mercedes-Benz,Classe A,2023-06-22,2025-05-20,False,FRFDLF52B02G482Z
SD252ZQ,Kia,Sportage,2024-04-21,2025-02-01,False,CMLNTN49A01E897Z
SL983CA,Ford,Mustang,2023-04-06,2025-04-30,False,CMLLCU51L15E897I
VL655SN,Renault,Clio,2023-07-12,2023-04-12,False,CMLRNN53R27E897H
BT870SE,Subaru,Impreza,2023-11-19,2025-03-11,False,CMLRFL53D03E897L
YX510DD,Alfa Romeo,Giulietta,2023-02-15,2025-01-10,False,GLLSDR45T03L407O
GS602MD,Audi,Q5,2023-03-31,2025-07-09,False,GLLGLM48B02L407H
JM810OD,BMW,X5,2023-06-17,2025-11-22,False,FRNYNN53B26F023Z
ZR895MK,Hyundai,Sonata,2024-12-31,2025-11-03,False,FRNLMO50M21F023L
PH249SD,Audi,Q5,2022-10-29,2022-09-06,False,FRNPRI52B10F023J
UC521XM,Audi,A3,2021-05-22,2025-06-15,True,FRNVNA53H12F023P
EY737KU,Ford,Mustang,2023-01-15,2025-09-10,False,FRNDNL49E01F023W
IN452OY,Peugeot,208,2023-09-05,2025-10-17,False,FRNMMM51P14F023E
EZ567DN,Peugeot,3008,2024-07-12,2023-04-26,False,FRNGBB50B13F023P
TO909KH,Kia,Sorento,2023-11-15,2025-10-28,False,BLDGLE52C19D542V
VB726UK,Kia,Ceed,2024-05-04,2025-01-22,False,BLDLFA51C11D542J
GZ930MG,Nissan,Micra,2022-01-06,2025-08-25,False,BLDRNR53R22D542Y
SB714JB,Audi,A4,2024-01-07,2025-02-02,False,BLDLGR53H29D542M
DE873MS,Ford,Focus,2023-12-18,2022-07-04,False,BLDGNN49P15D542N
PZ946ZW,Nissan,Qashqai,2024-05-23,2025-07-01,False,CDSCLD48C29D086X
BI395OF,Mercedes-Benz,Classe C,2024-10-16,2025-11-17,False,CDSVNT46T10D086I
JH552SY,Volkswagen,Golf,2024-11-25,2025-09-25,False,CDSGDL47R19D086N
CG124XG,Volvo,XC90,2022-07-14,2025-10-18,False,CDSRGR46R19D086L
QV790FU,Chevrolet,Silverado,2024-03-28,2025-05-02,False,TRNLCL53P27B832O
AH734DW,Honda,Accord,2024-09-19,2025-07-09,False,ZNUMLE59R26E507X
LE247OK,Fiat,Panda,2023-01-07,2025-03-19,False,CRSSCR45B14B157R
KW331WG,Subaru,Impreza,2024-02-14,2025-01-02,False,CRSPCC44S16B157Q
NJ224LR,Peugeot,3008,2023-08-30,2025-03-25,False,BRGLSN50H10L424B
ZB305WY,Chevrolet,Silverado,2023-05-27,2024-03-03,False,BRGRFL48T09L424A
CT591UE,Alfa Romeo,Giulia,2024-05-02,2025-11-18,False,BRGTTO53H12L424T
AW068IS,Volkswagen,Passat,2023-02-11,2025-05-15,False,BRGCLS59R11A509R
XP657II,Mercedes-Benz,Classe E,2024-06-19,2025-07-12,False,DRAMRZ56T06I829M
NQ983RO,Volvo,S60,2023-05-22,2025-08-22,False,DRAGIA58H30I829M
UV760RC,Hyundai,Elantra,2021-04-19,2025-07-28,False,DRAQRN54H04I829Z
NV749GY,Renault,Mégane,2024-09-04,2023-10-28,True,DRALRD58P08I829K
ZR776ZW,Peugeot,308,2024-09-09,2025-07-31,False,DRACLI54L24I829R
OU477US,Subaru,Forester,2024-02-21,2025-11-19,False,DRAMRK56E03I829K
NI552QV,Kia,Rio,2024-04-04,2025-01-15,False,LVNSBN53D19E463R
FF485HM,Honda,CR-V,2024-09-22,2025-10-24,False,LVNSRN53R15E463S
XM211DW,Mercedes-Benz,Classe A,2022-01-21,2025-05-19,True,LVNRLN52C12E463B
HB167NT,Jeep,Wrangler,2022-12-04,2025-05-11,False,LVNSDR53A01E463A
FH634LW,Toyota,Yaris,2022-03-14,2025-09-30,False,LVNMRA52D14E463T
RE295KV,Ford,Mustang,2023-11-25,2023-09-24,False,LVNGLL53M24E463H
FZ067GQ,Ford,Mustang,2023-05-07,2025-07-08,False,LVNLVC49R15E463E
LC864MK,BMW,X5,2023-08-27,2025-02-19,False,CRTMLN57S22L840J
DM055NF,Volvo,S60,2024-09-09,2025-06-05,False,CRTVSC57H01L840N
QB640LQ,Renault,Twingo,2024-09-08,2025-09-22,False,CRTPQN56C18L840T
SY373DW,Toyota,Corolla,2021-08-30,2025-04-28,False,CRTGMN56A02L840D
TJ453KB,Kia,Sportage,2024-11-22,2025-02-02,False,STRTVN76P06G482U
SZ852ZH,Chevrolet,Camaro,2023-05-26,2025-11-19,False,STRTLI77L23F023S
RT630SB,Volvo,V90,2023-11-14,2025-12-06,False,STRFDN76L18F023W
IF204IR,Chevrolet,Camaro,2023-08-05,2025-06-21,False,SRNRCC69H01E715T
RS280NI,Volkswagen,Polo,2023-06-12,2025-02-18,False,SRNCTN73C10E715K
QG927OW,Kia,Rio,2024-11-23,2025-06-19,False,SRNLPA72S27E715S
NZ187KF,BMW,Serie 3,2022-01-11,2025-03-24,False,SRNRGR69E17E715C
CB172CW,Ford,Focus,2022-09-03,2025-12-17,False,SRNZNE73L14E715L
UB064HY,Fiat,Panda,2022-10-20,2025-09-09,False,FRFRSL70B14F537S
OD657HN,Honda,Accord,2023-03-17,2025-10-21,False,FRFDIA72A29F537Q
HA800II,BMW,X5,2023-12-11,2025-07-01,False,FRFVTI73S03F537H
BB976AJ,Audi,A3,2024-03-14,2025-12-10,False,FRFSLL72L18F537B
NS423QS,Volvo,S60,2024-08-02,2025-04-09,False,FRFNRC69P17F537T
DO926JX,Honda,Accord,2024-12-04,2025-09-20,False,FRFLDN76A27D150W
OH832BT,Mazda,CX-5,2021-03-03,2025-10-25,False,FRFGZN78L16D150J
VF425QV,Kia,Sportage,2023-12-20,2025-12-24,False,FRFGRT68S17D542Y
JN202CT,Chevrolet,Silverado,2024-08-27,2024-09-15,False,FRFZRA70E18D542R
IN152EI,Peugeot,3008,2023-02-27,2023-03-25,False,FRFRMN69C27D542I
FI013WP,BMW,Serie 5,2024-06-20,2025-02-18,False,FRFLBT73E07D542O
BV666LH,Honda,Civic,2024-03-30,2025-05-27,False,CMLMRZ82M20E506K
QV849YJ,Audi,Q5,2024-09-07,2025-12-22,False,CMLJCP81T30E506Q
VO689BR,Jeep,Renegade,2023-03-30,2023-01-18,False,CMLPCC80M08E506B
UF756HI,Fiat,Punto,2024-10-27,2025-03-19,False,CMLWNN83C11E506G
XL516NJ,Jeep,Renegade,2024-11-12,2025-11-15,False,CMLBSL82M15E506A
FR332YY,Subaru,Forester,2023-04-08,2025-06-22,False,CMLSVN82B04E506U
MC517UF,Chevrolet,Malibu,2024-02-16,2025-11-15,False,CMLRLB83M01E506L
OV292TN,Volvo,S60,2023-07-03,2025-04-11,True,GLLMRC77S06E648P
FR698AI,Volvo,S60,2024-09-09,2024-12-24,False,FRNDAA69T12L424Z
IN861RY,Toyota,Corolla,2023-12-28,2025-06-02,False,FRNBGI73H05L424Z
NY052JG,Fiat,500,2024-03-18,2025-11-03,False,FRNGNZ73C22L424I
GJ596EW,Chevrolet,Malibu,2023-02-05,2025-02-19,False,FRNRNN69M03L424Y
GU053YG,Renault,Twingo,2024-07-05,2023-09-29,False,FRNRCR70M04L424I
CQ024WX,Subaru,Outback,2024-09-25,2024-05-10,False,FRNGRL69M09G482K
VD488SY,Kia,Sportage,2024-03-16,2022-12-14,False,FRNLSE71B09G482O
MZ024SD,Mercedes-Benz,Classe A,2021-09-13,2025-01-23,False,FRNCMN73D29G482F
EY204UP,Hyundai,Sonata,2022-03-11,2025-11-04,False,FRNRRA74B21E507C
UG972JC,Jeep,Wrangler,2024-03-20,2022-02-17,False,FRNLCU76P24E507B
BN872YZ,Ford,Focus,2024-02-29,2025-10-06,False,FRNCCT74R02E507O
WP894EF,Mercedes-Benz,Classe A,2023-05-07,2025-03-16,False,FRNRCL75A09E507F
FZ935EK,Hyundai,Sonata,2024-12-03,2025-09-08,False,FRNMNL76T03E507P
AL846NL,Fiat,Punto,2023-02-27,2025-07-11,False,FRNLMO70H06G337T
EF238SM,Subaru,Outback,2022-10-28,2025-02-20,False,FRNVTT71P30G337G
PN780LG,BMW,X5,2024-10-03,2025-09-14,False,FRNGLL73M21G337O
BE974VH,Chevrolet,Camaro,2024-01-01,2025-09-06,False,FRNSAI71M01G337Q
TR163YV,Volvo,XC90,2023-05-16,2025-09-06,False,FRNTLL70C16G337Z
XY406SH,Mazda,CX-5,2023-01-22,2025-04-23,False,BRSLGO69A03L117A
YT352GU,Mazda,CX-5,2024-11-18,2025-09-06,False,BRSGBR70D07L117S
GJ042PM,Volkswagen,Passat,2024-05-30,2025-03-09,False,BRSNBL70T09L117E
JA547UH,Hyundai,Sonata,2024-05-26,2025-04-25,False,BRSMSM71A24L117U
VL954HG,Renault,Clio,2023-11-10,2025-05-12,False,BRSBRN73C28L117W
TX851AK,Toyota,Corolla,2023-02-14,2025-09-25,False,BRSSBN78L19H620G
KY430SB,Toyota,Yaris,2023-05-24,2025-09-02,False,BRSLDI74R14H620P
WI586TO,Kia,Sportage,2024-04-18,2025-05-13,False,BRSCRN74H12H620R
NE311CS,Toyota,Land Cruiser,2024-11-16,2025-12-30,False,BRSMTN76D30H620X
VW629QC,Mercedes-Benz,Classe E,2024-05-07,2025-07-13,False,BRSRND76A25H620D
PD211JU,Kia,Sportage,2023-10-30,2025-12-02,False,BRSMCR78A01L407W
NI688ZK,Jeep,Wrangler,2024-08-20,2025-02-06,False,BRSDRT78B03G702P
KQ875RB,Peugeot,3008,2021-11-17,2025-03-07,False,BRSMRK76D27G702G
BP428IS,Jeep,Wrangler,2023-04-06,2025-02-19,False,BRSLCN74H06G702J
PM454TX,Peugeot,208,2023-08-18,2025-05-12,False,BRSTBO76T03G702E
LZ969QN,Nissan,Micra,2024-10-22,2025-08-16,False,BRSDNL81T16L840S
SB709WO,Mercedes-Benz,Classe E,2024-10-09,2025-08-31,False,BRSRNI63M22G337U
WD885OI,Mazda,CX-5,2023-11-19,2025-04-01,False,BRSBND63P14G337N
GB531XV,Mazda,CX-5,2024-12-21,2025-09-27,False,BRSSLD62H21G337T
JP561CA,Chevrolet,Malibu,2023-05-23,2025-06-04,False,BRSDLE71C12G482T
AE743EW,Kia,Sorento,2023-02-09,2025-01-29,False,BRSVTR72B17G482Q
EL704GH,Mazda,Mazda6,2024-10-12,2025-01-19,False,BRSFSC72A08G482L
CY324GI,Toyota,Land Cruiser,2024-08-31,2025-07-18,False,BRSGGI69H07G482O
QR518MS,Alfa Romeo,Giulietta,2023-05-29,2025-06-23,False,BRSDRN69R08G482C
XR504ZM,Honda,Civic,2024-11-04,2025-05-24,False,BRSTMS69B09G482B
ZR530OR,Honda,Civic,2022-08-21,2025-07-15,False,BRSGLD69T23G482N
UA015SZ,Volvo,S60,2023-05-21,2025-05-14,False,BRSTTO70T12G482L
EU398LP,Kia,Ceed,2022-05-19,2025-10-13,False,BRSWTR73D07G482Y
LG960FF,Chevrolet,Camaro,2024-03-27,2025-10-20,False,BRSGCH71D21G482Y
JI561QY,Renault,Mégane,2023-12-23,2025-03-12,False,BRSMCL73D25G482X
MN324CK,Audi,Q5,2024-09-09,2025-04-22,False,BRSNLT68T11G482B
DP935SK,Nissan,X-Trail,2024-09-13,2025-05-31,False,BRSMNN70E08G482R
VX051LE,Kia,Ceed,2024-03-21,2025-02-28,False,BRSDZN71C11G482Q
CA470VH,Ford,Mustang,2024-08-29,2025-06-28,False,LLSSST69L17F205P
WG188AI,Subaru,Impreza,2023-03-22,2025-03-11,False,LLSDNL73C17F205X
HQ748WM,Volvo,XC90,2021-03-28,2025-04-23,False,LLSLND69L08F205B
GW293HE,Chevrolet,Malibu,2023-01-10,2025-08-09,False,LLSSND70M15F205K
JK692EZ,BMW,X5,2022-09-28,2025-02-09,False,LLSGLR73L30F205B
TE394RO,Ford,Focus,2024-10-04,2025-11-18,False,LLSMDL66L10F537S
UJ489AQ,Ford,Mustang,2024-01-25,2025-04-11,True,LLSLGO63T14F537R
CD038PB,Hyundai,Sonata,2023-11-21,2025-05-20,False,LLSRNO66P17D086R
IW248BC,Nissan,X-Trail,2024-12-13,2024-03-24,False,CDSSNT69S22D542P
JZ288CW,Volvo,V90,2024-05-11,2025-05-06,False,CDSMGN73B21D542D
FW410NQ,Jeep,Wrangler,2024-08-11,2025-01-02,False,CDSGNT69M12D542I
IN904KM,Subaru,Impreza,2021-05-04,2022-10-12,False,CDSLVO69L21D542G
DS940YA,Audi,A4,2023-01-21,2025-01-07,False,CDSFPP73M30D542G
HA906BZ,Subaru,Outback,2023-06-26,2025-10-26,False,BLDRND74T25A390V
DR273WR,BMW,X5,2023-05-23,2025-07-14,False,BLDLCN75M14A390K
IY670OI,Jeep,Compass,2024-08-03,2025-08-14,False,BLDLSN74S21A390C
FV801LE,Toyota,Land Cruiser,2024-01-23,2024-06-19,False,BLDMHL78P02A390E
ZK520KL,Alfa Romeo,Giulia,2023-10-24,2025-01-28,False,BLDNRN69E12L219Z
HV954RV,Nissan,X-Trail,2023-11-29,2025-03-11,False,BLDZEI70D09L219N
GK589SJ,Subaru,Forester,2024-06-06,2025-07-31,False,BLDMDA69T18L219D
SR665AI,Jeep,Wrangler,2023-09-17,2022-10-30,True,BLDVDN73R16L219L
KU452RW,Volkswagen,Golf,2024-11-05,2023-07-11,False,BLDRNN73D01L219D
OA359GT,Kia,Sportage,2024-05-30,2025-10-12,False,BLDCMN81S04A783U
TV011BD,Mazda,Mazda6,2024-10-04,2025-07-01,False,BLDGLL81D08A783N
JX908NY,Volvo,V90,2024-03-29,2025-09-26,False,BLDGLL81E06A783L
RC394WH,BMW,Serie 3,2023-12-08,2025-02-05,False,BLDCMN79H26A783N
IL480VZ,Chevrolet,Silverado,2024-06-03,2025-01-20,False,BLDSRA83B12A783A
JN293OP,Mercedes-Benz,Classe A,2024-01-26,2025-09-02,False,BLDGZZ72T08C573X
ST093ZR,Hyundai,Sonata,2023-12-12,2025-01-02,False,BLDNBL70S26C573N
GL041UB,Mazda,Mazda3,2024-10-14,2025-11-25,False,BLDMNI69B04C632M
FR348KG,Honda,Civic,2024-10-25,2025-09-29,False,BLDFNZ70M12C632E
LT483KO,Volkswagen,Polo,2022-06-14,2025-04-26,False,BLDGLN69C27C632K
IJ463CA,Kia,Sorento,2022-03-15,2025-06-13,False,BLDMRA73A24C632R
