cf,name,last_name,birthdate,gender,birthplace,residence,gen1,gen2,partner_of
GTNLVO64S22D205S,Olivia,Gaetani,1964-11-22,F,CUNEO,NAPOLI,VGZPLP46L28G535S,GTNLRT42L05A509Y,CLMLLE83M24H703F
GTNBNC67R20D205B,Bianca,Gaetani,1967-10-20,F,CUNEO,ISERNIA,VGZPLP46L28G535S,GTNLRT42L05A509Y,LZZMRT71M24E335J
GTNGZZ64P11D205W,Galeazzo,Gaetani,1964-09-11,M,CUNEO,OSSOLA,VGZPLP46L28G535S,GTNLRT42L05A509Y,MZZDNL69B13B157Z
GTNLND68P23D205O,Lindo,Gaetani,1968-09-23,M,CUNEO,VERBANO,VGZPLP46L28G535S,GTNLRT42L05A509Y,LZZWLM81M31A345Z
GTNVCN80P03B832U,Vincenzina,Gaetani,1980-09-03,F,CARRARA,TERAMO,CLMMNZ62D10B832P,GTNPCC39L22A509H,LZZDNI73M12L103P
GTNDNI80B23B832L,Dino,Gaetani,1980-02-23,M,CARRARA,CARRARA,CLMMNZ62D10B832P,GTNPCC39L22A509H,VDPGPP78B20A669G
GTNSVT83P23B832H,Salvatore,Gaetani,1983-09-23,M,CARRARA,LUCCA,CLMMNZ62D10B832P,GTNPCC39L22A509H,BTCFMN76D28D122R
GTNFMN79B02B832T,Flaminio,Gaetani,1979-02-02,M,CARRARA,GROSSETO,CLMMNZ62D10B832P,GTNPCC39L22A509H,RNDMRZ78S09E897Y
GTNVNT74B18A345X,Valentina,Gaetani,1974-02-18,F,L'AQUILA,BENEVENTO,MRNMDA55T31B519P,GTNFRC39R27A509Q,VGZLND78R12L328V
GTNTDD78L11A345H,Taddeo,Gaetani,1978-07-11,M,L'AQUILA,TERAMO,MRNMDA55T31B519P,GTNFRC39R27A509Q,CCLRMR80E30D542Q
GCCLRC75D08M082N,Alarico,Guicciardini,1975-04-08,M,VITERBO,VITERBO,SPTMNC56R27G224N,GCCLLD52H24B429M,VGZSML66M25L103C
GCCGLN75D04M082F,Giuliano,Guicciardini,1975-04-04,M,VITERBO,VITERBO,SPTMNC56R27G224N,GCCLLD52H24B429M,VGZSLN77P06L328Z
GCCGAI77T17M082P,Gaia,Guicciardini,1977-12-17,F,VITERBO,TERAMO,SPTMNC56R27G224N,GCCLLD52H24B429M,GTNFCN72M18A509M
SPTSLN82A30L378Q,Selena,Spiota,1982-01-30,F,TRENTO,VIBO VALENTIA,CCLLNZ60L15H620V,SPTPRD54S01G224O,LZZGPR80H22A345P
SPTMRG79T24L378G,Ambrogio,Spiota,1979-12-24,M,TRENTO,TRENTO,CCLLNZ60L15H620V,SPTPRD54S01G224O,VDPLNI77S22A669K
SPTGRT82S15L378J,Gioberto,Spiota,1982-11-15,M,TRENTO,TRENTO,CCLLNZ60L15H620V,SPTPRD54S01G224O,VDPLRC72P30B963U
SPTGST81E25L378K,Augusta,Spiota,1981-05-25,F,TRENTO,ASCOLI PICENO,CCLLNZ60L15H620V,SPTPRD54S01G224O,BFUMRC72S17A462I
SPTFRS82T02L378A,Eufrasia,Spiota,1982-12-02,F,TRENTO,AVELLINO,CCLLNZ60L15H620V,SPTPRD54S01G224O,VDPVLR69S03B963G
SPTLSE83C21L378L,Elisa,Spiota,1983-03-21,F,TRENTO,LODI,CCLLNZ60L15H620V,SPTPRD54S01G224O,SRGMNI75D23C933Z
SPTLIO82S07L378X,Iole,Spiota,1982-11-07,F,TRENTO,CAMPOBASSO,CCLLNZ60L15H620V,SPTPRD54S01G224O,LZZLFA73P21E335Y
SPTMDA82M22L378U,Amadeo,Spiota,1982-08-22,M,TRENTO,TRENTO,CCLLNZ60L15H620V,SPTPRD54S01G224O,CLMFST81R28E506V
SPTDLF75L12L103Z,Adolfo,Spiota,1975-07-12,M,TERAMO,RIMINI,PDRPLP40M26L103G,SPTDLE56C08G224N,MRNGTN82R08I726W
SPTFNZ75C21L103I,Fiorenzo,Spiota,1975-03-21,M,TERAMO,REGGIO DI CALABRIA,PDRPLP40M26L103G,SPTDLE56C08G224N,NNINTN83A14A783B
SPTFBN77E13L103O,Fabiano,Spiota,1977-05-13,M,TERAMO,TERAMO,PDRPLP40M26L103G,SPTDLE56C08G224N,RNDCLN76D06E897L
SPTSNT75E28L103M,Sante,Spiota,1975-05-28,M,TERAMO,PESCARA,PDRSNT39A31L103F,SPTRFL58S09G224C,CCLGRG83L17A462R
SPTMHL75C13L103E,Michele,Spiota,1975-03-13,M,TERAMO,TERAMO,PDRSNT39A31L103F,SPTRFL58S09G224C,VDPSNL69P14B963H
SPTVRN76C15L103N,Valeriana,Spiota,1976-03-15,F,TERAMO,LUCCA,PDRSNT39A31L103F,SPTRFL58S09G224C,CCLSND82A08E625X
SPTNEE79H08A390Q,Enea,Spiota,1979-06-08,M,AREZZO,PISTOIA,CLMVND59A29B832W,SPTVIO53T04G224A,MRNMLA76T16A462O
SPTSST80B02A390B,Sebastiano,Spiota,1980-02-02,M,AREZZO,GROSSETO,CLMVND59A29B832W,SPTVIO53T04G224A,NNIDMN79R03A783D
NNILBR81P24F979M,Lamberto,Ienna,1981-09-24,M,NUORO,NUORO,SPTSLL58B02G224S,NNIVIO62H15A345W,RNDDMN78H14E897H
NNIPMR83H19F979J,Palmira,Ienna,1983-06-19,F,NUORO,ANCONA,SPTSLL58B02G224S,NNIVIO62H15A345W,CCLLEO81C19A462I
NNILNZ79A30F979L,Lorenzo,Ienna,1979-01-30,M,NUORO,NUORO,SPTSLL58B02G224S,NNIVIO62H15A345W,TRVRSL79M22H620B
NNIMRS81P13F979T,Marisa,Ienna,1981-09-13,F,NUORO,ASCOLI PICENO,SPTSLL58B02G224S,NNIVIO62H15A345W,BFUCTN71C27A462I
NNIMTT83M13F979R,Mattia,Ienna,1983-08-13,M,NUORO,FIRENZE,SPTSLL58B02G224S,NNIVIO62H15A345W,CCLNRN80M17A462Q
NNIFNN79C28F979O,Fernando,Ienna,1979-03-28,M,NUORO,NUORO,SPTSLL58B02G224S,NNIVIO62H15A345W,GVNSRG78H12G388U
NNISNN81B04F979E,Susanna,Ienna,1981-02-04,F,NUORO,CASERTA,SPTSLL58B02G224S,NNIVIO62H15A345W,VDPRST73M22B963O
NNIGZZ83M10A783Y,Galeazzo,Ienna,1983-08-10,M,BENEVENTO,BENEVENTO,GVNMND56L24A783B,NNINLM62L17A345O,CCLLMP80P06A462I
NNIDMN79R03A783D,Damiana,Ienna,1979-10-03,F,BENEVENTO,GROSSETO,GVNMND56L24A783B,NNINLM62L17A345O,SPTSST80B02A390B
NNINMO80M01A783K,Noemi,Ienna,1980-08-01,F,BENEVENTO,CATANZARO,GVNMND56L24A783B,NNINLM62L17A345O,LZZMTT71S18L103J
NNIGRG80S27A783Y,Giorgia,Ienna,1980-11-27,F,BENEVENTO,LECCE,GVNMND56L24A783B,NNINLM62L17A345O,CLMCST83S06E506S
NNINTN83A14A783B,Antonia,Ienna,1983-01-14,F,BENEVENTO,REGGIO DI CALABRIA,GVNMND56L24A783B,NNINLM62L17A345O,SPTFNZ75C21L103I
NNIRML81P05A783K,Romolo,Ienna,1981-09-05,M,BENEVENTO,L'AQUILA,GVNMND56L24A783B,NNINLM62L17A345O,CLMMTA80L03E506S
NNISDR83R13A783I,Sandro,Ienna,1983-10-13,M,BENEVENTO,BENEVENTO,GVNMND56L24A783B,NNINLM62L17A345O,RNDCLI75M21E897D
RNDDMN78H14E897H,Damiana,Rondoni,1978-06-14,F,MANTOVA,NUORO,TRVDBR56C29H703J,RNDVNI50H02A462C,NNILBR81P24F979M
RNDCLN76D06E897L,Carolina,Rondoni,1976-04-06,F,MANTOVA,TERAMO,TRVDBR56C29H703J,RNDVNI50H02A462C,SPTFBN77E13L103O
RNDCLI75M21E897D,Clio,Rondoni,1975-08-21,F,MANTOVA,BENEVENTO,TRVDBR56C29H703J,RNDVNI50H02A462C,NNISDR83R13A783I
RNDVNC78A04E897Z,Veronica,Rondoni,1978-01-04,F,MANTOVA,LECCE,TRVDBR56C29H703J,RNDVNI50H02A462C,CLMGRG80P03E506L
RNDMRZ78S09E897Y,Marzia,Rondoni,1978-11-09,F,MANTOVA,GROSSETO,TRVDBR56C29H703J,RNDVNI50H02A462C,GTNFMN79B02B832T
RNDCLD75M10E897Y,Claudio,Rondoni,1975-08-10,M,MANTOVA,MANTOVA,TRVDBR56C29H703J,RNDVNI50H02A462C,VGZRST75C17L328P
RNDFDR78E02G224O,Fedora,Rondoni,1978-05-02,F,PADOVA,SALERNO,SPTDIA56E27G224C,RNDZEI53B03A462J,CLMCMN81C28H703O
RNDPNI74B08G224D,Pina,Rondoni,1974-02-08,F,PADOVA,PAVIA,SPTDIA56E27G224C,RNDZEI53B03A462J,GVNGRG75L23G388V
RNDMMI74M22G224E,Imma,Rondoni,1974-08-22,F,PADOVA,COSENZA,SPTDIA56E27G224C,RNDZEI53B03A462J,BTCFRC75T11D122I
RNDTNZ72S09G113C,Terenzio,Rondoni,1972-11-09,M,ORISTANO,ORISTANO,GTNMRA39E18A509X,RNDLVC50S13A462A,BFUVVN79H20H620G
RNDVNZ69H12G113Z,Vicenza,Rondoni,1969-06-12,F,ORISTANO,ROVIGO,GTNMRA39E18A509X,RNDLVC50S13A462A,TRVNDR80E10H620D
RNDDLA73A10G113U,Dalia,Rondoni,1973-01-10,F,ORISTANO,BRINDISI,GTNMRA39E18A509X,RNDLVC50S13A462A,VDPGPR69B15B963L
RNDGRL69A13G113W,Gabriella,Rondoni,1969-01-13,F,ORISTANO,BARLETTA,GTNMRA39E18A509X,RNDLVC50S13A462A,VGZTTN71A16A285Q
SRGRSL73T15C933J,Rossella,Sergini,1973-12-15,F,COMO,FERMO,RMMFNZ41S14D150Z,SRGDTR55P17A182A,CCLCLD78T13D542O
SRGMNI75D23C933Z,Mino,Sergini,1975-04-23,M,COMO,LODI,RMMFNZ41S14D150Z,SRGDTR55P17A182A,SPTLSE83C21L378L
LZZVDN74M13A182X,Verdiana,Luzzi,1974-08-13,F,ALESSANDRIA,ASCOLI PICENO,SRGDRA54A03A182P,LZZBGI49D24L328V,BFUGNI69A21A462Y
LZZGTT74A24A182H,Giuditta,Luzzi,1974-01-24,F,ALESSANDRIA,ASCOLI PICENO,SRGDRA54A03A182P,LZZBGI49D24L328V,BTCRMN72B10A462J
LZZCMB74C23A182R,Colomba,Luzzi,1974-03-23,F,ALESSANDRIA,FROSINONE,SRGDRA54A03A182P,LZZBGI49D24L328V,CCLLND82R24D542G
LZZDBR78D09A182I,Debora,Luzzi,1978-04-09,F,ALESSANDRIA,SIENA,SRGDRA54A03A182P,LZZBGI49D24L328V,BFUNTS69S19A462O
LZZGPR80H22A345P,Gaspare,Luzzi,1980-06-22,M,L'AQUILA,VIBO VALENTIA,NNISRG58S28A345G,LZZMRN51L09L328H,SPTSLN82A30L378Q
LZZWLM81M31A345Z,Wilma,Luzzi,1981-08-31,F,L'AQUILA,VERBANO,NNISRG58S28A345G,LZZMRN51L09L328H,GTNLND68P23D205O
LZZSRN81R29A345K,Siriana,Luzzi,1981-10-29,F,L'AQUILA,ASCOLI PICENO,NNISRG58S28A345G,LZZMRN51L09L328H,MRNGLM78D13A462H
LZZLVI72S24L103L,Livio,Luzzi,1972-11-24,M,TERAMO,TERAMO,PDRLDN43M18L103J,LZZNTN49M07L328C,
LZZMTT71S18L103J,Mattia,Luzzi,1971-11-18,M,TERAMO,CATANZARO,PDRLDN43M18L103J,LZZNTN49M07L328C,NNINMO80M01A783K
LZZBNL70H04L103P,Brunilde,Luzzi,1970-06-04,F,TERAMO,BENEVENTO,PDRLDN43M18L103J,LZZNTN49M07L328C,DRMGAI78R22B519D
LZZMHL69M30L103A,Michele,Luzzi,1969-08-30,M,TERAMO,TERAMO,PDRLDN43M18L103J,LZZNTN49M07L328C,BTCMSC70R12H501X
LZZRME72P18L103V,Remo,Luzzi,1972-09-18,M,TERAMO,TERAMO,PDRLDN43M18L103J,LZZNTN49M07L328C,
LZZDNI73M12L103P,Dino,Luzzi,1973-08-12,M,TERAMO,TERAMO,PDRLDN43M18L103J,LZZNTN49M07L328C,GTNVCN80P03B832U
LZZDRN69M11L103H,Doriana,Luzzi,1969-08-11,F,TERAMO,VITERBO,PDRLDN43M18L103J,LZZNTN49M07L328C,BTCSCN68T17H501F
LZZLFA73P21E335Y,Alfo,Luzzi,1973-09-21,M,ISERNIA,CAMPOBASSO,VDPBDT53M09B519E,LZZCDD53M15L328V,SPTLIO82S07L378X
LZZMRT71M24E335J,Umberto,Luzzi,1971-08-24,M,ISERNIA,ISERNIA,VDPBDT53M09B519E,LZZCDD53M15L328V,GTNBNC67R20D205B
VGZSLN77P06L328Z,Selene,Vegezzi,1977-09-06,F,TRANI,VITERBO,TRBCDD58L02C352O,VGZGRN46R21G535W,GCCGLN75D04M082F
VGZGLL74S24L328N,Gisella,Vegezzi,1974-11-24,F,TRANI,PAVIA,TRBCDD58L02C352O,VGZGRN46R21G535W,GVNDVD76B17G388X
VGZRST75C17L328P,Ernesta,Vegezzi,1975-03-17,F,TRANI,MANTOVA,TRBCDD58L02C352O,VGZGRN46R21G535W,RNDCLD75M10E897Y
VGZVEA77M02L328Z,Eva,Vegezzi,1977-08-02,F,TRANI,BARI,TRBCDD58L02C352O,VGZGRN46R21G535W,MZZMNL70E30B519T
VGZLND78R12L328V,Lindo,Vegezzi,1978-10-12,M,TRANI,BENEVENTO,TRBCDD58L02C352O,VGZGRN46R21G535W,GTNVNT74B18A345X
VGZVGN75M13L328T,Virginio,Vegezzi,1975-08-13,M,TRANI,COSENZA,TRBCDD58L02C352O,VGZGRN46R21G535W,CCLLSE80T22E625I
VGZLCU77A17L328B,Lucio,Vegezzi,1977-01-17,M,TRANI,MESSINA,TRBCDD58L02C352O,VGZGRN46R21G535W,CLMMND80H19H163R
VGZNRC75R30L328F,Enrico,Vegezzi,1975-10-30,M,TRANI,TRANI,TRBCDD58L02C352O,VGZGRN46R21G535W,CLMVTR79C17B519P
VGZDNL67E01L103S,Daniele,Vegezzi,1967-05-01,M,TERAMO,TERAMO,PDRDBR40T07L103O,VGZLVR48H03G535X,CLMCDD81D07H703R
VGZSML66M25L103C,Samuela,Vegezzi,1966-08-25,F,TERAMO,VITERBO,PDRDBR40T07L103O,VGZLVR48H03G535X,GCCLRC75D08M082N
VGZCSR64B16L103T,Cesare,Vegezzi,1964-02-16,M,TERAMO,TERAMO,PDRDBR40T07L103O,VGZLVR48H03G535X,GTNGLD70E23A509G
VGZGTN68R16L103H,Giustino,Vegezzi,1968-10-16,M,TERAMO,TERAMO,PDRDBR40T07L103O,VGZLVR48H03G535X,CLMSRL79M30H703U
VGZGPP72L29A285F,Giuseppina,Vegezzi,1972-07-29,F,ANDRIA,FROSINONE,LZZPLA50E13L328K,VGZNLN48P09G535P,BTCMHL70M14H501Z
VGZBNC73L03A285P,Bianca,Vegezzi,1973-07-03,F,ANDRIA,CAMPOBASSO,LZZPLA50E13L328K,VGZNLN48P09G535P,CLMCTN83R05B519M
VGZWTR73B20A285L,Walter,Vegezzi,1973-02-20,M,ANDRIA,TARANTO,LZZPLA50E13L328K,VGZNLN48P09G535P,BTCBRT72L17H501J
VGZVTR71B02A285K,Vittoriano,Vegezzi,1971-02-02,M,ANDRIA,ANDRIA,LZZPLA50E13L328K,VGZNLN48P09G535P,
VGZTTN71A16A285Q,Ottone,Vegezzi,1971-01-16,M,ANDRIA,BARLETTA,LZZPLA50E13L328K,VGZNLN48P09G535P,RNDGRL69A13G113W
VGZFBL70S16A285W,Fabiola,Vegezzi,1970-11-16,F,ANDRIA,ANCONA,LZZPLA50E13L328K,VGZNLN48P09G535P,BTCGRN73S02A462E
VGZFNN71R12A285F,Fernando,Vegezzi,1971-10-12,M,ANDRIA,ANDRIA,LZZPLA50E13L328K,VGZNLN48P09G535P,MZZMSS70S03B519Y
BTCCML69C01H501A,Carmelo,Abatecola,1969-03-01,M,ROMA,LATINA,BFURSL46P30H501Z,BTCTLI49L07B963Z,VDPLCA77E16A669T
BTCFPP69S09H501U,Filippo,Abatecola,1969-11-09,M,ROMA,ROMA,BFURSL46P30H501Z,BTCTLI49L07B963Z,GTNGDL65A07D205H
BTCBRT72L17H501J,Berta,Abatecola,1972-07-17,F,ROMA,TARANTO,BFURSL46P30H501Z,BTCTLI49L07B963Z,VGZWTR73B20A285L
BTCNLN69P17H501P,Angelino,Abatecola,1969-09-17,M,ROMA,LATINA,BFURSL46P30H501Z,BTCTLI49L07B963Z,DRMDLR74S06B519U
BTCRSM71M12H501X,Erasmo,Abatecola,1971-08-12,M,ROMA,ROMA,BFURSL46P30H501Z,BTCTLI49L07B963Z,CLMLIO83P12H703K
BTCSCN68T17H501F,Ascanio,Abatecola,1968-12-17,M,ROMA,VITERBO,BFURSL46P30H501Z,BTCTLI49L07B963Z,LZZDRN69M11L103H
BTCMSC70R12H501X,Mascia,Abatecola,1970-10-12,F,ROMA,TERAMO,BFURSL46P30H501Z,BTCTLI49L07B963Z,LZZMHL69M30L103A
BTCFRC75T11D122I,Federico,Abatecola,1975-12-11,M,CROTONE,COSENZA,TRVDLR57T27H703T,BTCPNI53H17B963X,RNDMMI74M22G224E
BTCFMN76D28D122R,Filomena,Abatecola,1976-04-28,F,CROTONE,LUCCA,TRVDLR57T27H703T,BTCPNI53H17B963X,GTNSVT83P23B832H
BTCCMN74A06D122A,Clementina,Abatecola,1974-01-06,F,CROTONE,TARANTO,TRVDLR57T27H703T,BTCPNI53H17B963X,VDPTTR75A25A669Q
BTCDLE75B17D122H,Delio,Abatecola,1975-02-17,M,CROTONE,CROTONE,TRVDLR57T27H703T,BTCPNI53H17B963X,BFUCHR80A24H620J
BTCPIA71D25H501O,Pia,Abatecola,1971-04-25,F,ROMA,CALTANISSETTA,BFUFLV48D17H501J,BTCCLD49R17B963I,CCLRNR81H27D542Q
BTCVTR70B08H501C,Veturia,Abatecola,1970-02-08,F,ROMA,MATERA,BFUFLV48D17H501J,BTCCLD49R17B963I,CLMSLV81C15H163G
BTCBRM71C26H501B,Abramo,Abatecola,1971-03-26,M,ROMA,VITERBO,BFUFLV48D17H501J,BTCCLD49R17B963I,CLMVTT79M20H703K
BTCMHL70M14H501Z,Michele,Abatecola,1970-08-14,M,ROMA,FROSINONE,BFUFLV48D17H501J,BTCCLD49R17B963I,VGZGPP72L29A285F
BTCFNZ73H08H501U,Fiorenzo,Abatecola,1973-06-08,M,ROMA,ROMA,BFUFLV48D17H501J,BTCCLD49R17B963I,
VDPLRC72P30B963U,Ulderica,Vodopivec,1972-09-30,F,CASERTA,TRENTO,BTCMSM48T26B963N,VDPLRD49R22B519D,SPTGRT82S15L378J
VDPGPR69B15B963L,Gaspare,Vodopivec,1969-02-15,M,CASERTA,BRINDISI,BTCMSM48T26B963N,VDPLRD49R22B519D,RNDDLA73A10G113U
VDPMTN73C26B963C,Martina,Vodopivec,1973-03-26,F,CASERTA,PAVIA,BTCMSM48T26B963N,VDPLRD49R22B519D,GVNLRC78M07G388V
VDPSNL69P14B963H,Serenella,Vodopivec,1969-09-14,F,CASERTA,TERAMO,BTCMSM48T26B963N,VDPLRD49R22B519D,SPTMHL75C13L103E
VDPRST73M22B963O,Ernesto,Vodopivec,1973-08-22,M,CASERTA,CASERTA,BTCMSM48T26B963N,VDPLRD49R22B519D,NNISNN81B04F979E
VDPGTN70S14B963T,Giustino,Vodopivec,1970-11-14,M,CASERTA,SASSARI,BTCMSM48T26B963N,VDPLRD49R22B519D,MZZBRC72D09B157R
VDPVLR69S03B963G,Valerio,Vodopivec,1969-11-03,M,CASERTA,AVELLINO,BTCMSM48T26B963N,VDPLRD49R22B519D,SPTFRS82T02L378A
BTCGRN73S02A462E,Guarino,Abatecola,1973-11-02,M,ASCOLI PICENO,ANCONA,RNDRNI50T26A462H,BTCSRG53P07B963X,VGZFBL70S16A285W
BTCGBB69C27A462V,Giobbe,Abatecola,1969-03-27,M,ASCOLI PICENO,ASCOLI PICENO,RNDRNI50T26A462H,BTCSRG53P07B963X,
BTCRMN72B10A462J,Romano,Abatecola,1972-02-10,M,ASCOLI PICENO,ASCOLI PICENO,RNDRNI50T26A462H,BTCSRG53P07B963X,LZZGTT74A24A182H
VDPLCA77E16A669T,Alice,Vodopivec,1977-05-16,F,BARLETTA,LATINA,GVNPRN56R11A783W,VDPGLL50C07B519E,BTCCML69C01H501A
VDPSDR76R18A669V,Sandra,Vodopivec,1976-10-18,F,BARLETTA,BENEVENTO,GVNPRN56R11A783W,VDPGLL50C07B519E,GTNNRC69B01A509F
VDPCNN77A17A669G,Corinna,Vodopivec,1977-01-17,F,BARLETTA,CAMPOBASSO,GVNPRN56R11A783W,VDPGLL50C07B519E,DRMTTR75H24B519W
VDPRZR74B10A669I,Riziero,Vodopivec,1974-02-10,M,BARLETTA,REGGIO DI CALABRIA,GVNPRN56R11A783W,VDPGLL50C07B519E,MZZMGN70L05B157H
VDPGPP78B20A669G,Giuseppina,Vodopivec,1978-02-20,F,BARLETTA,CARRARA,GVNPRN56R11A783W,VDPGLL50C07B519E,GTNDNI80B23B832L
VDPTTR75A25A669Q,Ettore,Vodopivec,1975-01-25,M,BARLETTA,TARANTO,GVNPRN56R11A783W,VDPGLL50C07B519E,BTCCMN74A06D122A
VDPPSC75B27A669Y,Priscilla,Vodopivec,1975-02-27,F,BARLETTA,ISERNIA,GVNPRN56R11A783W,VDPGLL50C07B519E,DRMTTN74B24B519A
VDPLNI77S22A669K,Lina,Vodopivec,1977-11-22,F,BARLETTA,TRENTO,GVNPRN56R11A783W,VDPGLL50C07B519E,SPTMRG79T24L378G
MZZRSN71B23B519P,Rossana,Mazzari,1971-02-23,F,CAMPOBASSO,SIENA,VDPRLL51H15B519Z,MZZGBB49M02A509S,GVNTTO74H11G388A
MZZMSS70S03B519Y,Melissa,Mazzari,1970-11-03,F,CAMPOBASSO,ANDRIA,VDPRLL51H15B519Z,MZZGBB49M02A509S,VGZFNN71R12A285F
MZZDLM69S04B519K,Adelmo,Mazzari,1969-11-04,M,CAMPOBASSO,CAMPOBASSO,VDPRLL51H15B519Z,MZZGBB49M02A509S,CCLVTT81M29D542V
MZZMNL70E30B519T,Emanuele,Mazzari,1970-05-30,M,CAMPOBASSO,BARI,VDPRLL51H15B519Z,MZZGBB49M02A509S,VGZVEA77M02L328Z
MZZBRC72D09B157R,Beatrice,Mazzari,1972-04-09,F,BRESCIA,SASSARI,RMMLCU39S29D150E,MZZVTR53P22A509W,VDPGTN70S14B963T
MZZMGN70L05B157H,Morgana,Mazzari,1970-07-05,F,BRESCIA,REGGIO DI CALABRIA,RMMLCU39S29D150E,MZZVTR53P22A509W,VDPRZR74B10A669I
MZZDNL69B13B157Z,Daniela,Mazzari,1969-02-13,F,BRESCIA,OSSOLA,RMMLCU39S29D150E,MZZVTR53P22A509W,GTNGZZ64P11D205W
GVNFLV76L31G388A,Flavio,Giovini,1976-07-31,M,PAVIA,PAVIA,RMMBRC41A09D150M,GVNLRC58H02A783W,CLMYND80L02H163Z
GVNSRG78H12G388U,Sergia,Giovini,1978-06-12,F,PAVIA,NUORO,RMMBRC41A09D150M,GVNLRC58H02A783W,NNIFNN79C28F979O
GVNGRG75L23G388V,Giorgio,Giovini,1975-07-23,M,PAVIA,PAVIA,RMMBRC41A09D150M,GVNLRC58H02A783W,RNDPNI74B08G224D
GVNTTO74H11G388A,Totò,Giovini,1974-06-11,M,PAVIA,SIENA,RMMBRC41A09D150M,GVNLRC58H02A783W,MZZRSN71B23B519P
GVNDVD76B17G388X,Davide,Giovini,1976-02-17,M,PAVIA,PAVIA,RMMBRC41A09D150M,GVNLRC58H02A783W,VGZGLL74S24L328N
GVNLRC78M07G388V,Alarico,Giovini,1978-08-07,M,PAVIA,PAVIA,RMMBRC41A09D150M,GVNLRC58H02A783W,VDPMTN73C26B963C
GVNDRN77A04G388Y,Doriana,Giovini,1977-01-04,F,PAVIA,AVELLINO,RMMBRC41A09D150M,GVNLRC58H02A783W,GTNCLS73P30A509J
GVNNCN78C26G388S,Innocenzo,Giovini,1978-03-26,M,PAVIA,MILANO,RMMBRC41A09D150M,GVNLRC58H02A783W,MRNDRO79M20I726N
MRNDRO79M20I726N,Dora,Maiorano,1979-08-20,F,SIENA,MILANO,CLMDNC61M16B832H,MRNBSL54M20B519X,GVNNCN78C26G388S
MRNFLV81M12I726P,Flavia,Maiorano,1981-08-12,F,SIENA,TRANI,CLMDNC61M16B832H,MRNBSL54M20B519X,CCLLBN80M19E625Y
MRNMLI82A13I726V,Milo,Maiorano,1982-01-13,M,SIENA,LIVORNO,CLMDNC61M16B832H,MRNBSL54M20B519X,
MRNGTN82R08I726W,Agostina,Maiorano,1982-10-08,F,SIENA,RIMINI,CLMDNC61M16B832H,MRNBSL54M20B519X,SPTDLF75L12L103Z
CLMYND80L02H163Z,Yolanda,Colombi,1980-07-02,F,RAGUSA,PAVIA,LZZZTI51P02L328E,CLMMRK60D05B832X,GVNFLV76L31G388A
CLMSLV81C15H163G,Silvio,Colombi,1981-03-15,M,RAGUSA,MATERA,LZZZTI51P02L328E,CLMMRK60D05B832X,BTCVTR70B08H501C
CLMMND80H19H163R,Amanda,Colombi,1980-06-19,F,RAGUSA,MESSINA,LZZZTI51P02L328E,CLMMRK60D05B832X,VGZLCU77A17L328B
CLMLPA82C16H163G,Lapo,Colombi,1982-03-16,M,RAGUSA,RAGUSA,LZZZTI51P02L328E,CLMMRK60D05B832X,
CLMGGR79D02H163A,Gregorio,Colombi,1979-04-02,M,RAGUSA,CATANIA,LZZZTI51P02L328E,CLMMRK60D05B832X,MRNCDD74D28A462G
CLMGLI80L22H163Y,Giulio,Colombi,1980-07-22,M,RAGUSA,SIRACUSA,LZZZTI51P02L328E,CLMMRK60D05B832X,BFUFSC71B23A462J
CLMGVR79R02E506I,Ginevra,Colombi,1979-10-02,F,LECCE,TREVISO,BTCCSR50E27B963B,CLMDRN59L17B832A,BFUCTN83P16H620M
CLMFST81R28E506V,Fausta,Colombi,1981-10-28,F,LECCE,TRENTO,BTCCSR50E27B963B,CLMDRN59L17B832A,SPTMDA82M22L378U
CLMMTA80L03E506S,Amata,Colombi,1980-07-03,F,LECCE,L'AQUILA,BTCCSR50E27B963B,CLMDRN59L17B832A,NNIRML81P05A783K
CLMGRG80P03E506L,Giorgio,Colombi,1980-09-03,M,LECCE,LECCE,BTCCSR50E27B963B,CLMDRN59L17B832A,RNDVNC78A04E897Z
CLMLNE79R29E506C,Leone,Colombi,1979-10-29,M,LECCE,LECCE,BTCCSR50E27B963B,CLMDRN59L17B832A,CCLDRT79L26A462E
CLMCST83S06E506S,Cristoforo,Colombi,1983-11-06,M,LECCE,LECCE,BTCCSR50E27B963B,CLMDRN59L17B832A,NNIGRG80S27A783Y
CLMVTT79M20H703K,Violetta,Colombi,1979-08-20,F,SALERNO,VITERBO,TRVNTL55T16H703C,CLMMRT59P09B832R,BTCBRM71C26H501B
CLMMLT80L24H703E,Amleto,Colombi,1980-07-24,M,SALERNO,SALERNO,TRVNTL55T16H703C,CLMMRT59P09B832R,MRNVND78E25A462M
CLMLIO83P12H703K,Iole,Colombi,1983-09-12,F,SALERNO,ROMA,TRVNTL55T16H703C,CLMMRT59P09B832R,BTCRSM71M12H501X
CLMSRL79M30H703U,Esmeralda,Colombi,1979-08-30,F,SALERNO,TERAMO,TRVNTL55T16H703C,CLMMRT59P09B832R,VGZGTN68R16L103H
CLMCDD81D07H703R,Candida,Colombi,1981-04-07,F,SALERNO,TERAMO,TRVNTL55T16H703C,CLMMRT59P09B832R,VGZDNL67E01L103S
CLMLDA81R20H703K,Aldo,Colombi,1981-10-20,M,SALERNO,SALERNO,TRVNTL55T16H703C,CLMMRT59P09B832R,
